"from","to"
"BOP1","SNRNP70"
"BOP1","KIF23"
"BOP1","PRC1"
"BOP1","PTEN"
"BOP1","RPL13A"
"BOP1","RPL11"
"BOP1","MEN1"
"BOP1","SYK"
"BOP1","PTK2"
"AURKB","BOP1"
"BOP1","RAF1"
"BOP1","NEK9"
"BOP1","JUN"
"BOP1","USP36"
"DBN1","SH3BGRL"
"ALDH1B1","SH3BGRL"
"MYO5C","SH3BGRL"
"ACTR3","SH3BGRL"
"RDH11","SH3BGRL"
"ELK1","SH3BGRL"
"SH3BGRL","SH3BGRL"
"ERBB2","SH3BGRL"
"PPARG","SH3BGRL"
"EZH2","SH3BGRL"
"HNRNPF","NCBP2"
"KPNA2","NCBP2"
"NCBP2","STX3"
"NCBP2","NCBP2"
"CAND1","NCBP2"
"NCBP2","SNCA"
"ESR2","NCBP2"
"EZH2","NCBP2"
"NCBP2","SNRNP70"
"NCBP2","TOP1"
"AURKA","NCBP2"
"EIF4E","NCBP2"
"DYRK2","NCBP2"
"NCBP2","RAF1"
"HPRT1","WDYHV1"
"HPRT1","HPRT1"
"HPRT1","MCC"
"FANCA","HPRT1"
"HPRT1","SNCA"
"CUL7","HPRT1"
"HPRT1","UBE2M"
"HPRT1","PIH1D1"
"HEXIM1","HPRT1"
"HPRT1","PRKCZ"
"BRCA1","HPRT1"
"PTK2B","SOCS2"
"SOCS2","TPD52"
"BUB1B","SOCS2"
"EPHA2","SOCS2"
"EZR","SOCS2"
"SOCS2","STAT5B"
"GNAS","SOCS2"
"NCAPD3","SOCS2"
"LAMP2","SOCS2"
"MTOR","SOCS2"
"PTK2","SOCS2"
"SOCS2","SOCS3"
"LCK","SOCS2"
"KIT","SOCS2"
"CYB5A","NDUFB9"
"CYB5A","TMX2"
"CYB5A","PRKCSH"
"CYB5A","UCHL5"
"CYB5A","PGRMC1"
"CYB5A","ST7"
"CYB5A","SYVN1"
"CYB5A","ELOVL5"
"CYB5A","METTL7A"
"CYB5A","STIM1"
"CYB5A","KRAS"
"CCDC47","CYB5A"
"GMNN","MCM6"
"AURKA","GMNN"
"CASP8","GMNN"
"CLTB","GMNN"
"CCNA2","GMNN"
"GMNN","TFDP1"
"GMNN","HMMR"
"GMNN","MYO5C"
"GMNN","KANK2"
"CASP3","GMNN"
"GMNN","KRAS"
"SORD","SORD"
"PFDN4","SORD"
"PGD","SORD"
"CAT","SORD"
"RELA","SORD"
"ACOT7","SORD"
"SMS","SORD"
"ABAT","SORD"
"ALDH7A1","SORD"
"CRYAB","SORD"
"SOD1","SORD"
"ENG","SORD"
"CAV1","SORD"
"PRKCE","SORD"
"SMAD4","SORD"
"NRP1","SORD"
"NUDT1","SORD"
"MCFD2","PFKP"
"GSR","MCFD2"
"MCFD2","TGOLN2"
"PRKCE","ZG16B"
"STIP1","ZG16B"
"SCAMP2","ZG16B"
"PIK3CA","ZG16B"
"HIST1H1A","MDK"
"LRP8","MDK"
"ESR2","MDK"
"HCK","MDK"
"MDK","RAF1"
"TMEM79","TMEM97"
"TMEM97","TMX2"
"TMEM97","VIPR1"
"KRAS","TMEM97"
"RPS6KA1","TMEM97"
"LAMP2","TMEM97"
"RAF1","TMEM97"
"SLC35C2","TMEM97"
"FAM189A2","TMEM179B"
"FAM189A2","ST7"
"FAM189A2","SIDT2"
"FAM189A2","YWHAZ"
"FAM189A2","HECW2"
"FAM189A2","YWHAB"
"ANXA2","CD99"
"CD99","TRIP13"
"CD99","KPNB1"
"CD99","HRAS"
"CD99","PMAIP1"
"CAV1","CD99"
"CD99","ELOVL5"
"CD99","KRAS"
"CD99","LAMP1"
"CD99","LAMP2"
"CD99","LYN"
"ANPEP","CD99"
"CD99","RHOH"
"CD99","RND3"
"CD99","SLC16A1"
"CD99","ERBB2"
"SCLT1","TMSB10"
"CAV1","TMSB10"
"GRB2","TMSB10"
"GSTP1","TMSB10"
"EZH2","TMSB10"
"ACSL3","TMSB10"
"ALDH7A1","GCLM"
"GCLM","SORD"
"CALM1","GCLM"
"GCLM","PIH1D1"
"GCLM","RPS6KA1"
"GCLM","RAF1"
"EZH2","GCLM"
"MICA","TNFRSF10B"
"MICA","RAB13"
"ITM2B","MICA"
"MICA","MTOR"
"HPN","MICA"
"MICA","VIPR1"
"MICA","TGOLN2"
"ERBB2","MICA"
"LIN52","MYBL2"
"LIN52","RBL2"
"LIN52","MBD2"
"GP1BB","YWHAZ"
"GP1BB","PTK2B"
"GP1BB","LYN"
"GP1BB","SIDT2"
"CCDC47","GP1BB"
"HRAS","PLAU"
"PDGFRA","PLAU"
"ISLR","PLAU"
"ERBB2","PLAU"
"AZGP1","PRR4"
"PIK3CA","PRR4"
"FGFR2","TIMP1"
"ERBB2","TIMP1"
"RET","TIMP1"
"NTRK3","TIMP1"
"TGOLN2","TIMP1"
"EZH2","TIMP1"
"BARD1","MT2A"
"MT2A","TENC1"
"MT2A","YAP1"
"EZH2","MT2A"
"ACPP","MSMB"
"MSMB","PLXNA1"
"MSMB","WDYHV1"
"AZGP1","MSMB"
"ENO1","FKBP1B"
"FKBP1B","SOD1"
"FKBP1B","TAGLN"
"FKBP1B","TAGLN2"
"CRYZ","MT1X"
"MT1X","SELENBP1"
"FOLR1","MT1X"
"MT1X","PIR"
"CCT6B","DAZ2"
"DAZ2","ZG16B"
"CMTM3","CREB3L1"
"CD44","HBEGF"
"RELA","RNASE1"
"ANXA8L1","UCHL5"
"MT1F","PLCG1"
"PTN","TAC3"
"FXYD1","NDRG1"
"FXYD1","PTTG1"
"CALM1","IL11"
"FOS","IL11"
"CDC42EP5","PTEN"
"ENO1","PGK1"
"ENO1","FLNC"
"ENO1","RCC1"
"BIN1","ENO1"
"ENO1","HSPA9"
"ENO1","HDAC2"
"ENO1","OSBPL3"
"ENO1","OGDH"
"ENO1","NUP205"
"ENO1","YWHAZ"
"ENO1","KANK1"
"CAT","ENO1"
"CPSF7","ENO1"
"ENO1","YAP1"
"ENO1","NCAPD3"
"ENO1","KIF23"
"ATP5J","ENO1"
"ENO1","NIPSNAP1"
"ENO1","XRCC6"
"ENO1","PRDX4"
"ENO1","P4HB"
"ENO1","GRHPR"
"ENO1","GSTP1"
"ENO1","MPST"
"ENO1","YWHAB"
"ENO1","FHL1"
"DES","ENO1"
"CD44","ENO1"
"ENO1","XPNPEP1"
"ENO1","SCRIB"
"ENO1","MYH11"
"ENO1","GSR"
"ENO1","HIST1H1A"
"ENO1","KIF5C"
"ENO1","IMMT"
"ENO1","ENO1"
"ENO1","STIP1"
"ENO1","FANCA"
"ENO1","PCNA"
"ENO1","GRB2"
"COPS5","ENO1"
"CAND1","ENO1"
"BRCA1","ENO1"
"ENO1","LIG4"
"CUL7","ENO1"
"ABAT","ENO1"
"ENO1","EZR"
"ENO1","SOD1"
"ENO1","TAGLN"
"ENO1","TAGLN2"
"ENO1","KRAS"
"ENO1","UBE2M"
"ENO1","PIH1D1"
"ENO1","ESR2"
"ENO1","HEXIM1"
"ENO1","TRIM44"
"ENO1","NEK4"
"ENO1","IFI16"
"CALM1","ENO1"
"ENO1","PDIA3"
"AR","ENO1"
"ENO1","PAGE4"
"ENO1","IKZF3"
"ENO1","RAF1"
"DDX24","ENO1"
"ENO1","HSF1"
"ENO1","EZH2"
"ENO1","PRNP"
"CASP3","ENO1"
"AP1B1","ENO1"
"CENPF","ENO1"
"SELENBP1","TRIP13"
"AR","SELENBP1"
"PLCG1","SELENBP1"
"BARD1","SELENBP1"
"KIF3A","SELENBP1"
"ESR2","SELENBP1"
"SELENBP1","UBE2D2"
"FOS","SELENBP1"
"PIR","SELENBP1"
"ABAT","SELENBP1"
"CRYZ","SELENBP1"
"ALDH7A1","SCPEP1"
"ABAT","ALDH7A1"
"ALDH7A1","CAT"
"ALDH7A1","SORD"
"ALDH7A1","ALDH7A1"
"AKR1C2","ALDH7A1"
"ALDH7A1","PGD"
"ALDH7A1","SOD1"
"ALDH7A1","LCN2"
"ALDH7A1","COPS5"
"ALDH7A1","PARP1"
"ALDH7A1","PGD"
"PGD","RPS6KA1"
"P4HB","PGD"
"PGD","PGK1"
"ABAT","PGD"
"NDRG1","PGD"
"PDIA3","PGD"
"PGD","SORD"
"PGD","TGM2"
"PGD","YWHAB"
"MOV10","PGD"
"EZR","PGD"
"PGD","TAGLN"
"BRCA1","PGD"
"PGD","UBE2M"
"PGD","PPARG"
"GSR","PGD"
"NEK4","PGD"
"CAV1","PGD"
"PGD","TUBB"
"KRAS","PGD"
"PARP1","PGD"
"PGD","PRKCZ"
"MYLK","PGD"
"EZH2","PGD"
"HSF1","PGD"
"ALDH1B1","PGD"
"MAPK1","SNCA"
"PTK2","SNCA"
"SNCA","SNCA"
"AP1B1","SNCA"
"SIAH1","SNCA"
"EEF1A1","SNCA"
"CRYAB","SNCA"
"ELK1","SNCA"
"SNCA","TUBB"
"HSD17B4","SNCA"
"CALM1","SNCA"
"LAMP2","SNCA"
"HPRT1","SNCA"
"FXR2","SNCA"
"NCBP2","SNCA"
"HIST1H1A","SNCA"
"APOE","SNCA"
"SNCA","SOD1"
"HSPA9","SNCA"
"SNCA","YWHAZ"
"DDX6","SNCA"
"DARS","SNCA"
"SNCA","VAMP2"
"EIF4G3","SNCA"
"PXN","SNCA"
"SNCA","UBAP2L"
"SNCA","STMN1"
"SNCA","TAGLN"
"FLNA","SNCA"
"CENPF","SNCA"
"SNCA","VRK1"
"ILK","SNCA"
"SNCA","TOP1"
"MAGED2","SNCA"
"SNCA","TSG101"
"AKR1C2","SNCA"
"SNCA","STIP1"
"SNCA","TMPO"
"HNRNPF","SNCA"
"EZR","SNCA"
"FHL1","SNCA"
"EEF1D","SNCA"
"SNCA","TAGLN2"
"ABAT","SNCA"
"ENAH","SNCA"
"SNCA","TPR"
"SNCA","TUBB2A"
"CDK6","SNCA"
"SCRIB","SNCA"
"SMS","SNCA"
"PLCG1","SNCA"
"CDC42BPB","SNCA"
"MSH2","SNCA"
"KPNA2","SNCA"
"HNRNPH2","SNCA"
"CYFIP1","SNCA"
"PARP1","SNCA"
"RPL11","SNCA"
"PTPLAD1","SNCA"
"ACSL3","SNCA"
"GEMIN4","SNCA"
"SNCA","TOP2A"
"SNCA","XRCC6"
"ACLY","SNCA"
"BIN1","SNCA"
"SNCA","SUN2"
"ANXA2","SNCA"
"INA","SNCA"
"KIF3A","SNCA"
"CAV1","SNCA"
"PSAP","SNCA"
"HK1","SNCA"
"SNCA","UBE2D2"
"HSP90AB2P","NEK4"
"ACTC1","NEK4"
"ARNTL","NEK4"
"ATP5J","NEK4"
"DOCK5","NEK4"
"EEF1A1","NEK4"
"EEF1D","NEK4"
"ENO1","NEK4"
"HMGN1","NEK4"
"HNRNPF","NEK4"
"HSPA6","NEK4"
"HSPA9","NEK4"
"IMMT","NEK4"
"JPH1","NEK4"
"KPNB1","NEK4"
"MCM4","NEK4"
"NEK4","NEK4"
"NEK4","PARP1"
"NEK4","PCBP1"
"NEK4","PDGFRA"
"NEK4","P4HB"
"NEK4","PDIA3"
"NEK4","PGD"
"NEK4","PSMA7"
"NEK4","RPL11"
"NEK4","RPS21"
"NEK4","SNRPE"
"NEK4","TMPO"
"NEK4","TOP1"
"NEK4","TUBB2A"
"NEK4","TUFM"
"NEK4","YWHAB"
"NEK4","YWHAZ"
"NEK4","PCNA"
"NEK4","PML"
"NEK4","XRCC6"
"NEK4","TUBB"
"NEK4","PGRMC1"
"MTR","NEK4"
"ISLR","NEK4"
"BLM","NEK4"
"NEK4","TGOLN2"
"KIF23","PRC1"
"KIF23","XRCC6"
"KIF23","YWHAB"
"CD2AP","KIF23"
"KIF23","LIMK1"
"KIF23","KIF23"
"EPPK1","KIF23"
"ACTC1","KIF23"
"IMMT","KIF23"
"KIF23","MKI67"
"FLNA","KIF23"
"KIF23","TOP2A"
"FXR2","KIF23"
"KIF23","TUFM"
"DDX5","KIF23"
"KIF23","RPL18"
"HNRNPF","KIF23"
"KIF23","YBX1"
"CD109","KIF23"
"CALM1","KIF23"
"KIF23","MOV10"
"KIF23","YWHAZ"
"HNRNPH2","KIF23"
"FTSJ3","KIF23"
"KIF23","TMPO"
"ANXA2","KIF23"
"KIF23","NUFIP2"
"DBN1","KIF23"
"KIF23","MYH11"
"KIF23","RPL13A"
"KIF23","PDIA3"
"KIF23","RPL11"
"ACSL3","KIF23"
"HSP90AB2P","KIF23"
"DES","KIF23"
"FOLR1","KIF23"
"KIF23","PCBP1"
"KIF23","TRIP13"
"FAM120A","KIF23"
"KIF23","KPNA2"
"GNAS","KIF23"
"GEMIN4","KIF23"
"KIF23","TOP1"
"KIF23","P4HB"
"AURKB","KIF23"
"CDK9","KIF23"
"KIF23","SNRPE"
"ACLY","KIF23"
"IGF2BP2","KIF23"
"KIF23","PKP2"
"EIF4G3","KIF23"
"COASY","KIF23"
"KIF23","RRP8"
"GNB1","KIF23"
"GARS","KIF23"
"KIF23","SAFB"
"BOP1","KIF23"
"DLG5","KIF23"
"KIF23","KPNB1"
"KIF23","LYN"
"KIF23","SHMT2"
"CSTB","KIF23"
"KIF23","MAGED2"
"HMMR","KIF23"
"KIF23","SNRNP70"
"ITPR2","KIF23"
"CD44","KIF23"
"BIRC5","KIF23"
"KIF23","SSR4"
"KIF23","MYO5C"
"ILK","KIF23"
"KIF23","SMAD9"
"KIF23","PSMD1"
"HSD17B4","KIF23"
"FYCO1","KIF23"
"CENPA","KIF23"
"ENO1","KIF23"
"IFI16","KIF23"
"KIF23","SCLT1"
"KIF23","LATS2"
"KIF23","UBE2A"
"BRCA1","KIF23"
"ESR2","KIF23"
"KIF23","PIK3R1"
"KIF23","PARP1"
"CLEC4E","KIF23"
"KIF23","KRAS"
"KIF23","MEN1"
"BCL2","NR4A1"
"NR4A1","PML"
"NR4A1","TOP2A"
"NR4A1","SMARCC1"
"EEF1A1","NR4A1"
"NR4A1","PRDX4"
"NR4A1","RPS6KA5"
"NR4A1","PIAS2"
"NR4A1","P4HB"
"DDX5","NR4A1"
"NR4A1","PPARG"
"HSPA9","NR4A1"
"HNRNPH2","NR4A1"
"NR4A1","YBX1"
"LBR","NR4A1"
"CPSF7","NR4A1"
"CCDC47","NR4A1"
"FUBP3","NR4A1"
"NR4A1","NUSAP1"
"MCCC2","NR4A1"
"NR4A1","NR4A1"
"CD2AP","NR4A1"
"GLUD1","NR4A1"
"CDKN2D","NR4A1"
"NDRG1","NR4A1"
"DEK","HIST1H1A"
"EZH2","HIST1H1A"
"DDX24","HIST1H1A"
"FTSJ3","HIST1H1A"
"HIST1H1A","MOV10"
"HIST1H1A","UTP23"
"HIST1H1A","RRP8"
"HIST1H1A","RHOH"
"HIST1H1A","KANK1"
"HIST1H1A","YBX1"
"GLYR1","HIST1H1A"
"GLTSCR2","HIST1H1A"
"EPB41L4B","HIST1H1A"
"HIST1H1A","MCM6"
"HIST1H1A","PDCD4"
"HIST1H1A","PARP1"
"ARRB2","HIST1H1A"
"CCNB1","HIST1H1A"
"CCNA2","HIST1H1A"
"CCND2","HIST1H1A"
"HIST1H1A","LIMK1"
"HIST1H1A","PRKCE"
"HIST1H1A","PRKCZ"
"CENPA","HIST1H1A"
"CDK6","HIST1H1A"
"EHMT2","HIST1H1A"
"HIST1H1A","RPS6KA5"
"HIST1H1A","PAK4"
"HIST1H1A","UBASH3B"
"HEXIM1","HIST1H1A"
"HIST1H1A","SNCA"
"CUL7","HIST1H1A"
"CENPF","HIST1H1A"
"ABCC5","HIST1H1A"
"DDX6","HIST1H1A"
"CDKN2D","HIST1H1A"
"HIST1H1A","STIM1"
"HIST1H1A","LMNB1"
"HIST1H1A","MCM4"
"ENO1","HIST1H1A"
"CAND1","SHMT2"
"MTOR","SHMT2"
"RCC1","SHMT2"
"PARP1","SHMT2"
"BIN1","SHMT2"
"ABCC5","SHMT2"
"HSP90AB2P","SHMT2"
"HSPA9","SHMT2"
"NUP205","SHMT2"
"GDAP1","SHMT2"
"SHMT2","YWHAZ"
"SHMT2","UTP23"
"SCRIB","SHMT2"
"KANK1","SHMT2"
"ILK","SHMT2"
"CPSF7","SHMT2"
"AMOTL1","SHMT2"
"PXN","SHMT2"
"RAP2A","SHMT2"
"DDX24","SHMT2"
"HEXIM1","SHMT2"
"EXOC7","SHMT2"
"NIPSNAP1","SHMT2"
"SHMT2","XRCC6"
"SHMT2","SHMT2"
"GNAS","SHMT2"
"PPARD","SHMT2"
"NDRG1","SHMT2"
"CUL7","SHMT2"
"EZR","SHMT2"
"PDK1","SHMT2"
"HK1","SHMT2"
"PRKCE","SHMT2"
"GRSF1","SHMT2"
"KIF23","SHMT2"
"AUH","SHMT2"
"CRYZ","SHMT2"
"MRPS12","SHMT2"
"SHMT2","TUFM"
"RND3","SHMT2"
"AURKA","SHMT2"
"PRKCZ","SHMT2"
"MYLK","SHMT2"
"RAF1","SHMT2"
"EZH2","SHMT2"
"PRNP","SHMT2"
"SHMT2","UBAP2L"
"MOV10","SQRDL"
"MOV10","PGD"
"MOV10","MTOR"
"MOV10","STX12"
"MOV10","RCC1"
"LRP8","MOV10"
"MOV10","S100A14"
"MOV10","TAGLN2"
"MOV10","PARP1"
"MOV10","MTR"
"BIN1","MOV10"
"DES","MOV10"
"MOV10","PSMD1"
"MOV10","RAF1"
"FYCO1","MOV10"
"MOV10","SMARCC1"
"MOV10","QARS"
"ABCC5","MOV10"
"HSPA9","MOV10"
"DBN1","MOV10"
"EHMT2","MOV10"
"EEF1A1","MOV10"
"HDAC2","MOV10"
"MOV10","OGDH"
"CAV1","MOV10"
"MOV10","NUP205"
"MCM4","MOV10"
"MOV10","YWHAZ"
"MOV10","SCRIB"
"CYC1","MOV10"
"KANK1","MOV10"
"GRHPR","MOV10"
"MOV10","ROR2"
"EDF1","MOV10"
"MOV10","NFKB2"
"MOV10","XPNPEP1"
"HRAS","MOV10"
"ILK","MOV10"
"MOV10","TSG101"
"CAT","MOV10"
"CPSF7","MOV10"
"AMOTL1","MOV10"
"MOV10","YAP1"
"MOV10","TRIM29"
"MOV10","NCAPD3"
"MOV10","PPM1H"
"MOV10","PXN"
"MOV10","RAP2A"
"CALM1","MOV10"
"DDX24","MOV10"
"KIF23","MOV10"
"MOV10","NME4"
"MBTPS1","MOV10"
"HEXIM1","MOV10"
"EXOC7","MOV10"
"CANT1","MOV10"
"CNDP2","MOV10"
"MOV10","MRPL13"
"BID","MOV10"
"MOV10","NIPSNAP1"
"MOV10","RNF185"
"MOV10","XRCC6"
"MOV10","PRDX4"
"FAM50A","MOV10"
"FUBP3","MOV10"
"GNB1","MOV10"
"DAP3","MOV10"
"DDX6","MOV10"
"FAM120A","MOV10"
"GRSF1","MOV10"
"IGF2BP2","MOV10"
"KIF1C","MOV10"
"COPS5","MOV10"
"CAND1","MOV10"
"BARD1","MOV10"
"HIST1H1A","MOV10"
"HNRNPH2","MOV10"
"GLTSCR2","MOV10"
"BRCA1","MOV10"
"ESR2","MOV10"
"EZH2","MOV10"
"MOV10","SNRNP70"
"MOV10","ZFP36"
"IFI16","MOV10"
"MKI67","MOV10"
"KLF4","MOV10"
"MOV10","RPL11"
"MOV10","RNF43"
"MEN1","MOV10"
"MOV10","RPS6KA5"
"MOV10","SYK"
"DYRK2","MOV10"
"AURKB","MOV10"
"HSF1","MOV10"
"KRAS","PIK3CA"
"KRAS","RAF1"
"EEF1A1","KRAS"
"BCL2","KRAS"
"KRAS","RBPMS"
"DIRAS3","KRAS"
"KRAS","PRPF3"
"CCNA2","KRAS"
"COPS5","KRAS"
"FANCA","KRAS"
"HCK","KRAS"
"HSPA9","KRAS"
"KRAS","KRAS"
"KRAS","NF1"
"KRAS","NUP205"
"KRAS","QARS"
"KRAS","SERPINB5"
"KRAS","TRIM44"
"KRAS","TUBGCP4"
"KRAS","UBE2M"
"KRAS","PML"
"KRAS","SORBS3"
"KRAS","MAPK1"
"GRB2","KRAS"
"KRAS","RPL18"
"CAND1","KRAS"
"KRAS","YWHAZ"
"KRAS","XRCC6"
"DARS","KRAS"
"KRAS","YBX1"
"HNRNPF","KRAS"
"KPNA2","KRAS"
"DDX24","KRAS"
"KRAS","YAP1"
"CALM1","KRAS"
"ENO1","KRAS"
"BAIAP2","KRAS"
"KRAS","ROR2"
"KRAS","STX3"
"HSP90AB2P","KRAS"
"KRAS","SPRY4"
"KRAS","NUMB"
"KRAS","RAB27A"
"KRAS","LYN"
"KRAS","SEPT6"
"KRAS","RPS6KA1"
"CYFIP1","KRAS"
"KRAS","SLC16A1"
"KRAS","TFRC"
"KRAS","SCRIB"
"KRAS","STX12"
"CD44","KRAS"
"KRAS","MTOR"
"EPHA2","KRAS"
"KRAS","RAB13"
"KRAS","SHB"
"KRAS","SLC29A1"
"EPB41L4B","KRAS"
"EPHA1","KRAS"
"KRAS","PAK4"
"KRAS","SLC7A2"
"KRAS","SLC19A1"
"KRAS","SLC39A14"
"KRAS","PTK7"
"JPH1","KRAS"
"KRAS","PVRL3"
"CDC42BPB","KRAS"
"KRAS","MCAM"
"INA","KRAS"
"KRAS","PKP2"
"IL6ST","KRAS"
"KRAS","TMEM97"
"KRAS","SLC7A1"
"KRAS","PLXNA1"
"ITM2B","KRAS"
"KRAS","VAMP2"
"KRAS","NDRG1"
"CDC42EP4","KRAS"
"KRAS","ROBO1"
"ABCC5","KRAS"
"HK1","KRAS"
"KRAS","TMPO"
"KRAS","LMNB1"
"KRAS","TMX4"
"FAM91A1","KRAS"
"AURKB","KRAS"
"ACSL3","KRAS"
"KRAS","TIAM1"
"KRAS","LBR"
"KRAS","RNF185"
"DHRS7","KRAS"
"CCDC47","KRAS"
"GNAS","KRAS"
"ITM2C","KRAS"
"DHFR","KRAS"
"HMOX1","KRAS"
"KRAS","TACC1"
"KRAS","STIM1"
"KRAS","SLC20A1"
"KRAS","TYMS"
"KRAS","SEC23B"
"KRAS","SRP54"
"BIRC5","KRAS"
"KRAS","PFKP"
"KRAS","SOD1"
"FAM50A","KRAS"
"CYC1","KRAS"
"KRAS","RPL11"
"KRAS","SYVN1"
"EZR","KRAS"
"CSE1L","KRAS"
"BARD1","KRAS"
"ENY2","KRAS"
"KRAS","RPS6KA5"
"IGFBP3","KRAS"
"KRAS","STX17"
"AKT2","KRAS"
"CAV1","KRAS"
"CD99","KRAS"
"DLG5","KRAS"
"DOCK5","KRAS"
"ERBB2","KRAS"
"KRAS","OSBPL3"
"KRAS","PIK3R1"
"KRAS","PTPN13"
"KRAS","RPS6KA3"
"KRAS","SNAP29"
"KRAS","TNFRSF10B"
"KRAS","YWHAB"
"DIP2A","KRAS"
"KRAS","PGRMC1"
"KRAS","SYAP1"
"KRAS","TECR"
"KRAS","LRP8"
"CHEK1","KRAS"
"AURKA","KRAS"
"BUB1B","KRAS"
"COASY","KRAS"
"CCNB1","KRAS"
"FTSJ3","KRAS"
"EIF4E","KRAS"
"KIF23","KRAS"
"KPNB1","KRAS"
"KRAS","MCM7"
"KRAS","MFAP1"
"KRAS","MRPS12"
"KRAS","MYBL2"
"KRAS","NCAPD3"
"KRAS","NUF2"
"KRAS","PCBP1"
"KRAS","PCNA"
"KRAS","PGD"
"KRAS","PRC1"
"KRAS","PSMA7"
"KRAS","RAD51"
"KRAS","SDHB"
"KRAS","SMC4"
"KRAS","SNRPE"
"KRAS","TAF2"
"KRAS","TOP2A"
"KRAS","TOP3A"
"KRAS","TPR"
"KRAS","TUBB"
"KRAS","TUFM"
"ACTR3","KRAS"
"DDX5","KRAS"
"IMMT","KRAS"
"KRAS","MCM4"
"KRAS","MRPL51"
"KRAS","OGDH"
"KRAS","TACC3"
"CDK9","KRAS"
"CHAF1A","KRAS"
"CYB5A","KRAS"
"ECD","KRAS"
"GARS","KRAS"
"GEMIN4","KRAS"
"GMNN","KRAS"
"KRAS","MBTPS1"
"KRAS","MIPEP"
"KRAS","PGK1"
"KRAS","PSMD1"
"KRAS","RPL13A"
"KRAS","RRM2"
"KRAS","SYMPK"
"KRAS","TFDP1"
"KRAS","VRK1"
"KRAS","MCM6"
"GLTSCR2","KRAS"
"KRAS","PFDN6"
"KRAS","RPS21"
"KRAS","UBAP2L"
"KRAS","UTP23"
"KRAS","ZMYND8"
"HRAS","KRAS"
"KRAS","PMAIP1"
"AR","CAV1"
"CAV1","PDGFRA"
"CAV1","SMAD2"
"CAV1","MAPK1"
"CAV1","SNCA"
"CAV1","TENC1"
"CAV1","NF1"
"BID","CAV1"
"CAV1","TFRC"
"CAV1","PPARG"
"CAV1","PLCG1"
"CAV1","HRAS"
"CAV1","TGFBR2"
"CAV1","SORD"
"ACOT7","CAV1"
"CAV1","CAV1"
"ABCC5","CAV1"
"ARFGAP2","CAV1"
"ARFGAP3","CAV1"
"CANT1","CAV1"
