"from","to"
"KIAA1429","MPHOSPH9"
"KIAA1429","ZBTB10"
"KIAA1429","ZNF516"
"KIAA1429","MYO1E"
"KIAA0368","KIAA1429"
"KIAA1429","SETD2"
"KIAA1429","KIF20A"
"DENND4A","KIAA1429"
"HIF1A","KIAA1429"
"KIAA1429","LARP1"
"KIAA1429","SEMA3C"
"ANKRD26","KIAA1429"
"KIAA1429","URB1"
"KIAA1429","MARVELD2"
"ATP7B","KIAA1429"
"KIAA1429","MED12"
"KIAA1429","KIF4A"
"ITGB4","KIAA1429"
"KIAA1429","NFATC3"
"DICER1","KIAA1429"
"AFF1","KIAA1429"
"KIAA1429","STARD13"
"KIAA1429","TBC1D9"
"IFI16","KIAA1429"
"KIAA1429","YEATS2"
"ITPR3","KIAA1429"
"KIAA1429","PCSK5"
"ATP2A2","KIAA1429"
"KIAA1429","ZNF324B"
"KIAA1429","NEDD4L"
"KIAA1429","MTHFR"
"BEND3","KIAA1429"
"KIAA1429","MAP3K5"
"KIAA1429","ZEB2"
"DENND4C","KIAA1429"
"KIAA1429","SRPK2"
"HSPA2","KIAA1429"
"KIAA1429","SORBS2"
"KIAA1429","ZMYM2"
"KIAA1429","OGDH"
"KIAA1429","NCOA1"
"ANKS1A","KIAA1429"
"HCFC1","KIAA1429"
"ABCF2","KIAA1429"
"KIAA1429","QSER1"
"KIAA1429","STAT3"
"KIAA1429","SIK3"
"KIAA1429","MAP3K1"
"ANLN","KIAA1429"
"KIAA1429","SYNE1"
"JAG1","KIAA1429"
"KIAA1429","MCM4"
"CHSY1","KIAA1429"
"KIAA1429","KIAA1429"
"KIAA1429","PIBF1"
"CEP72","KIAA1429"
"KIAA1429","PSME4"
"KDM3B","KIAA1429"
"KIAA1429","NUP188"
"KIAA0232","KIAA1429"
"KIAA1429","NUAK1"
"BMP2K","KIAA1429"
"KIAA1429","ZNF148"
"HMMR","KIAA1429"
"KIAA1429","NRIP1"
"ITGAV","KIAA1429"
"KIAA1429","ROCK2"
"KIAA1429","NCOA3"
"KIAA1429","PPP1R10"
"KIAA1429","OSBPL8"
"KIAA1429","STIP1"
"CENPJ","KIAA1429"
"KIAA1429","NFKB1"
"KIAA1429","NCAPD3"
"DIAPH3","KIAA1429"
"KIAA1429","LRRC8A"
"ASAP1","KIAA1429"
"KIAA1429","PHF3"
"EHMT1","KIAA1429"
"KIAA1429","LPP"
"KIAA1429","NOTCH3"
"ABCC1","KIAA1429"
"KIAA1429","SEL1L3"
"KIAA1429","ZMIZ1"
"GIGYF2","KIAA1429"
"KIAA1429","KIF13B"
"INTS1","KIAA1429"
"AARS","KIAA1429"
"KDM2A","KIAA1429"
"KIAA1429","RERE"
"ARID4B","KIAA1429"
"CNOT6L","KIAA1429"
"KIAA1429","PPP1R13B"
"KIAA1429","MYO1B"
"GOLGA3","KIAA1429"
"KIAA1429","TRAPPC10"
"KIAA1429","PTPRM"
"ANKLE2","KIAA1429"
"KIAA1429","RRP1B"
"KIAA1429","UBE2O"
"KIAA1429","PRPF6"
"KIAA1429","SSH1"
"GCN1L1","KIAA1429"
"KIAA1429","ZNF574"
"EPHB2","KIAA1429"
"FKBP15","KIAA1429"
"KIAA1429","SEC24A"
"ABTB2","KIAA1429"
"KIAA1429","TCOF1"
"KIAA1429","OSBPL10"
"KIAA1429","OAS3"
"KIAA1429","PPIP5K2"
"KIAA1429","VAV2"
"KIAA1429","ZMYM4"
"DNM2","KIAA1429"
"DNMBP","KIAA1429"
"KIAA1429","LSG1"
"KIAA1429","NUP214"
"CENPF","KIAA1429"
"IL16","KIAA1429"
"KIAA1429","UBE3A"
"ACACB","KIAA1429"
"ARHGEF10","KIAA1429"
"KIAA1429","PALLD"
"IARS","KIAA1429"
"KIAA1429","SNX19"
"HERC5","KIAA1429"
"ATAD2","KIAA1429"
"KIAA1429","SNRK"
"CCNT1","KIAA1429"
"ARHGAP29","KIAA1429"
"CENPE","KIAA1429"
"KIAA1429","MICALL1"
"KIAA1429","RGS12"
"KIAA1429","SORT1"
"KIAA1429","PPFIBP1"
"KIAA1429","ZNF638"
"KIAA1429","TACC3"
"KIAA1429","PIK3C2A"
"KIAA1429","NUP153"
"KIAA1429","VPS39"
"CLPB","KIAA1429"
"ATG2B","KIAA1429"
"ERCC6L","KIAA1429"
"FAF1","KIAA1429"
"DUSP16","KIAA1429"
"COPA","KIAA1429"
"KIAA1429","RAB11FIP5"
"ACTR8","KIAA1429"
"KIAA1429","POLE"
"KIAA1429","MKLN1"
"GPATCH8","KIAA1429"
"KIAA1429","RBM47"
"ARHGAP23","KIAA1429"
"ITGA5","KIAA1429"
"KIAA1429","USP6NL"
"AHCTF1","KIAA1429"
"KIAA1429","SP4"
"ESPL1","KIAA1429"
"KIAA1429","PAPD5"
"KIAA1429","RUFY1"
"ITCH","KIAA1429"
"KIAA1429","LETM1"
"KIAA1429","MMS22L"
"KIAA1429","RABGAP1L"
"KIAA1429","KIF20B"
"KIAA1429","MYB"
"CDCA2","KIAA1429"
"KIAA1429","SCRIB"
"DYNC1I2","KIAA1429"
"KIAA1429","MB21D1"
"KIAA1429","PLEKHA5"
"KIAA1429","PLCB3"
"IPO11","KIAA1429"
"EPRS","KIAA1429"
"KIAA1429","PCSK6"
"KIAA1429","MARK2"
"KIAA1429","UBAP2L"
"FNBP1","KIAA1429"
"KIAA1429","RBL1"
"KIAA1429","ZMYND11"
"KIAA1429","TRAK1"
"COL4A2","KIAA1429"
"KIAA1429","TLE1"
"KIAA1429","SYNPO"
"KIAA1429","RNF10"
"BHLHE40","KIAA1429"
"KIAA1429","SWAP70"
"KIAA1429","OCRL"
"KIAA1429","SREBF2"
"KIAA1429","SND1"
"KIAA1429","VCL"
"KIAA1429","MTHFD1"
"KIAA1429","RBM26"
"JPH1","KIAA1429"
"KIAA1429","SAMD4B"
"KIAA1429","MTR"
"KIAA1429","PDCD11"
"KIAA1429","MTMR3"
"KIAA1429","MAPK1"
"KIAA1429","NMT1"
"KIAA1429","TFRC"
"KIAA1429","NBR1"
"KIAA1429","PSMD2"
"HYOU1","KIAA1429"
"KIAA1429","KNTC1"
"CTDP1","KIAA1429"
"KIAA0319L","KIAA1429"
"KIAA1429","ZNF507"
"CHD1","KIAA1429"
"KIAA1429","ZNF777"
"KIAA1429","TOPBP1"
"IKBKAP","KIAA1429"
"KIAA1429","WWP2"
"KIAA1429","TUBGCP2"
"KIAA1429","UPF1"
"FTSJ3","KIAA1429"
"KIAA1429","KIF14"
"KIAA1429","MCM3"
"KIAA1429","NUP160"
"KIAA1429","PLK4"
"CSDE1","KIAA1429"
"KIAA1429","NRBP1"
"KHSRP","KIAA1429"
"HSPA8","KIAA1429"
"KIAA1429","NEK4"
"KIAA1429","ZFR"
"KIAA1429","KIF2C"
"KIAA1429","PTPRU"
"CTNNB1","KIAA1429"
"IPO4","KIAA1429"
"KIAA1429","NUP133"
"KIAA1429","TMEM30A"
"ABCF1","KIAA1429"
"AXL","KIAA1429"
"HIST1H2AM","KIAA1429"
"HIST1H2BG","KIAA1429"
"HIST1H2BC","KIAA1429"
"HIST1H4B","KIAA1429"
"HIST1H3H","KIAA1429"
"CIT","KIAA1429"
"KIAA1429","MID1"
"KIAA1429","PCM1"
"KIAA1429","SAP130"
"CASK","KIAA1429"
"KIAA1429","SF3B1"
"C4A","KIAA1429"
"CAD","KIAA1429"
"KIAA1429","MYO1C"
"KIAA1429","MADD"
"KIAA1429","MED1"
"KIAA1429","MCM2"
"KIAA1429","PHF2"
"KIAA1429","STK3"
"KIAA1429","RPN2"
"KIAA1429","TUBA1B"
"KIAA1429","TUBB6"
"CSE1L","KIAA1429"
"KIAA1429","LARS"
"EIF3L","KIAA1429"
"KIAA1429","PSMD3"
"KIAA1429","RAB7A"
"KIAA1429","TAF4"
"DPP7","KIAA1429"
"KIAA1429","PSMD11"
"KIAA1429","PSMD12"
"KIAA1429","PSMB3"
"HNRNPH2","KIAA1429"
"KIAA1429","NUP107"
"KIAA1429","PFKL"
"ABCE1","KIAA1429"
"DARS","KIAA1429"
"EIF3K","KIAA1429"
"KIAA1429","PABPC1"
"GSTP1","KIAA1429"
"CLPTM1L","KIAA1429"
"IPO9","KIAA1429"
"KIAA1429","SYMPK"
"IVNS1ABP","KIAA1429"
"KIAA1429","SLC1A5"
"HM13","KIAA1429"
"GART","KIAA1429"
"KIAA1429","TFG"
"KIAA1429","PPP2R2A"
"KIAA1429","PSMD4"
"ASS1","KIAA1429"
"AKAP8","KIAA1429"
"KIAA1429","SFXN1"
"KIAA1429","LMAN2"
"DDX39A","KIAA1429"
"ATP6V1A","KIAA1429"
"KIAA1429","NUP93"
"KIAA1429","SEPT7"
"AIFM1","KIAA1429"
"AFG3L2","KIAA1429"
"GPD2","KIAA1429"
"KIAA1429","VASP"
"ATAD3A","KIAA1429"
"KIAA1429","SLC25A13"
"KIAA1429","PIN4"
"KIAA1429","LMNB2"
"KIAA1429","SKIV2L"
"KIAA1429","PFKM"
"KIAA1429","UQCRB"
"KIAA1429","NCLN"
"KIAA1429","MTHFD1L"
"KIAA1429","SPTLC1"
"KIAA1429","SMC4"
"KIAA1429","MCM5"
"KIAA1429","PTRH2"
"KIAA1429","UBA1"
"ACAD9","KIAA1429"
"KIAA1429","RPLP1"
"ATP5J","KIAA1429"
"KIAA1429","PPP1CA"
"KIAA1429","SIGMAR1"
"KIAA1429","TNPO3"
"DNAJA3","KIAA1429"
"KIAA1429","TMOD3"
"KIAA1429","MTCH2"
"CHCHD3","KIAA1429"
"KIAA1429","MLEC"
"KIAA1429","PPM1G"
"KIAA1429","RAD50"
"KIAA1429","NDUFA5"
"CKAP4","KIAA1429"
"KIAA1429","LONP1"
"KIAA1429","SLC16A3"
"ACTR1A","KIAA1429"
"KIAA1429","SLC27A4"
"KIAA1429","SACM1L"
"KIAA1429","TPM2"
"KIAA1429","PSAT1"
"EDC4","KIAA1429"
"GLUL","KIAA1429"
"KIAA1429","POLA2"
"APRT","KIAA1429"
"KIAA1429","PGK1"
"KIAA1429","TIMM44"
"KIAA1429","SRP68"
"KIAA1429","PFDN5"
"KIAA1429","STAG2"
"CAV1","KIAA1429"
"KIAA1429","UQCRC1"
"HAX1","KIAA1429"
"BCL2L13","KIAA1429"
"ABCB6","KIAA1429"
"KIAA1429","PPA1"
"KIAA1429","TPI1"
"KIAA1429","NDUFS8"
"CACYBP","KIAA1429"
"BUD31","KIAA1429"
"BAK1","KIAA1429"
"FANCI","KIAA1429"
"KIAA1429","NUP50"
"KIAA1429","TRIP13"
"KIAA1429","PAICS"
"KIAA1429","KRT7"
"ATP5B","KIAA1429"
"KIAA1429","SLC3A2"
"JUP","KIAA1429"
"KIAA1429","LMNB1"
"KIAA1429","LDHB"
"KIAA1429","RPS7"
"KIAA1429","RPN1"
"KIAA1429","P4HB"
"CLU","KIAA1429"
"KIAA1429","YWHAQ"
"KIAA1429","RPL10"
"KIAA1429","VDAC2"
"EIF4A1","KIAA1429"
"KIAA1429","SDHA"
"KIAA1429","SSR1"
"KIAA1429","NACA"
"KIAA1429","NOLC1"
"HSPH1","KIAA1429"
"KIAA1429","TUBA4A"
"KIAA1429","RUVBL2"
"KIAA1429","RUVBL1"
"HDAC2","KIAA1429"
"KIAA1429","TMPO"
"KIAA1429","MSH6"
"IMPDH2","KIAA1429"
"KIAA1429","PRMT5"
"HTATSF1","KIAA1429"
"ACAT1","KIAA1429"
"KIAA1429","PRPF31"
"KIAA1429","TBL1XR1"
"KIAA1429","PSMD13"
"CCT7","KIAA1429"
"KIAA1429","TCP1"
"DNAJA1","KIAA1429"
"HSPD1","KIAA1429"
"KIAA1429","NONO"
"FUS","KIAA1429"
"KIAA1429","SNRPD3"
"KIAA1429","PRMT1"
"KIAA1429","SNRPB"
"KIAA1429","U2AF2"
"ILF2","KIAA1429"
"EEF1A1","KIAA1429"
"KIAA1429","LMNA"
"CASP14","KIAA1429"
"KIAA1429","POLR2B"
"KIAA1429","TRIM28"
"G6PD","KIAA1429"
"KIAA1429","MARS"
"KIAA1429","SMC2"
"KIAA1429","VDAC3"
"KIAA1429","OFD1"
"ARHGAP12","KIAA1429"
"KIAA1429","SRRT"
"KIAA1429","WDR11"
"KIAA1429","LGR4"
"CLK3","KIAA1429"
"ESR1","KIAA1429"
"CPSF1","KIAA1429"
"IGF2BP3","KIAA1429"
"KIAA1429","PBK"
"KIAA1429","SSRP1"
"KIAA1429","MYCN"
"KIAA1429","KIF23"
"AARS","PLEKHA4"
"ABCF1","PLEKHA4"
"ACACB","PLEKHA4"
"ACAT1","PLEKHA4"
"ACTN1","PLEKHA4"
"ADSL","PLEKHA4"
"AP2A2","PLEKHA4"
"AP1G1","PLEKHA4"
"APBB1","PLEKHA4"
"APRT","PLEKHA4"
"ARHGDIA","PLEKHA4"
"ATP2A2","PLEKHA4"
"ATP5B","PLEKHA4"
"ATP6V1A","PLEKHA4"
"ATP7B","PLEKHA4"
"AUP1","PLEKHA4"
"BLM","PLEKHA4"
"DST","PLEKHA4"
"BYSL","PLEKHA4"
"CAD","PLEKHA4"
"CBFB","PLEKHA4"
"CCNT1","PLEKHA4"
"LRBA","PLEKHA4"
"CDC6","PLEKHA4"
"CDKN2A","PLEKHA4"
"PLEKHA4","RCC1"
"CHD1","PLEKHA4"
"AP2M1","PLEKHA4"
"CLK3","PLEKHA4"
"CLTA","PLEKHA4"
"COPA","PLEKHA4"
"CSE1L","PLEKHA4"
"CSK","PLEKHA4"
"CSNK2B","PLEKHA4"
"CSTF2","PLEKHA4"
"CTNNB1","PLEKHA4"
"DARS","PLEKHA4"
"DDX11","PLEKHA4"
"DHCR24","PLEKHA4"
"DYNC1H1","PLEKHA4"
"DYNC1I2","PLEKHA4"
"DNM2","PLEKHA4"
"DTNA","PLEKHA4"
"ECT2","PLEKHA4"
"PHC2","PLEKHA4"
"EEF1A1","PLEKHA4"
"EIF4A1","PLEKHA4"
"EIF4G1","PLEKHA4"
"ELAVL1","PLEKHA4"
"MARK2","PLEKHA4"
"CTTN","PLEKHA4"
"EPB41L2","PLEKHA4"
"EPRS","PLEKHA4"
"ERCC2","PLEKHA4"
"FANCD2","PLEKHA4"
"FLOT2","PLEKHA4"
"FRG1","PLEKHA4"
"FUS","PLEKHA4"
"GART","PLEKHA4"
"GLUL","PLEKHA4"
"GNAS","PLEKHA4"
"GPD2","PLEKHA4"
"NR3C1","PLEKHA4"
"GSK3B","PLEKHA4"
"MSH6","PLEKHA4"
"GTF2B","PLEKHA4"
"GYS1","PLEKHA4"
"HIST1H1C","PLEKHA4"
"HIST1H1D","PLEKHA4"
"HCFC1","PLEKHA4"
"HDAC2","PLEKHA4"
"HDLBP","PLEKHA4"
"HELLS","PLEKHA4"
"HNRNPH2","PLEKHA4"
"PLEKHA4","PRMT1"
"HSD17B4","PLEKHA4"
"DNAJA1","PLEKHA4"
"HSPA2","PLEKHA4"
"HSPA8","PLEKHA4"
"HSPD1","PLEKHA4"
"IARS","PLEKHA4"
"IDH3B","PLEKHA4"
"IDI1","PLEKHA4"
"IGF2R","PLEKHA4"
"ILF2","PLEKHA4"
"IMPDH1","PLEKHA4"
"IMPDH2","PLEKHA4"
"ITPR1","PLEKHA4"
"ITPR3","PLEKHA4"
"JUP","PLEKHA4"
"KIFC1","PLEKHA4"
"KIF22","PLEKHA4"
"KPNA1","PLEKHA4"
"LDHB","PLEKHA4"
"LETM1","PLEKHA4"
"LMNA","PLEKHA4"
"LMNB1","PLEKHA4"
"MARS","PLEKHA4"
"MCM2","PLEKHA4"
"MCM3","PLEKHA4"
"MCM4","PLEKHA4"
"MCM5","PLEKHA4"
"MPP1","PLEKHA4"
"ABCC1","PLEKHA4"
"MYO1B","PLEKHA4"
"MTHFD1","PLEKHA4"
"MTX1","PLEKHA4"
"MYO1C","PLEKHA4"
"MYO1E","PLEKHA4"
"MYO5B","PLEKHA4"
"NACA","PLEKHA4"
"NDUFS1","PLEKHA4"
"NDUFV1","PLEKHA4"
"NDUFS8","PLEKHA4"
"NDUFV3","PLEKHA4"
"DRG1","PLEKHA4"
"NONO","PLEKHA4"
"CNOT3","PLEKHA4"
"OXCT1","PLEKHA4"
"P4HB","PLEKHA4"
"PAFAH1B1","PLEKHA4"
"CDK16","PLEKHA4"
"PFKL","PLEKHA4"
"PFKM","PLEKHA4"
"PGK1","PLEKHA4"
"PIK3C2A","PLEKHA4"
"PIK3C3","PLEKHA4"
"PITX1","PLEKHA4"
"PLEKHA4","PLK1"
"PLEKHA4","PLOD1"
"PLEKHA4","PLOD2"
"PLEKHA4","PML"
"PLEKHA4","POLD2"
"PLEKHA4","POLE"
"PLEKHA4","POLE2"
"PLEKHA4","POLR2B"
"PLEKHA4","PPA1"
"PLEKHA4","PPM1G"
"PLEKHA4","PPP1CA"
"PLEKHA4","PPP1R10"
"PLEKHA4","PPP2R2A"
"PLEKHA4","PPP2R5C"
"PLEKHA4","PPP5C"
"PLEKHA4","PRKCI"
"PLEKHA4","PRKDC"
"MAPK1","PLEKHA4"
"MAP2K1","PLEKHA4"
"MAP2K2","PLEKHA4"
"LGMN","PLEKHA4"
"PLEKHA4","PSMB3"
"PLEKHA4","PSMD2"
"PLEKHA4","PSMD3"
"PLEKHA4","PSMD4"
"PLEKHA4","PSMD11"
"PLEKHA4","PSMD12"
"PLEKHA4","PSMD13"
"PLEKHA4","PTK2"
"PLEKHA4","PTK7"
"PLEKHA4","PURB"
"PLEKHA4","PWP2"
"ABCD3","PLEKHA4"
"PLEKHA4","UPF1"
"PLEKHA4","RFC4"
"PLEKHA4","RHEB"
"ABCE1","PLEKHA4"
"PLEKHA4","RPL26"
"PLEKHA4","RPN1"
"PLEKHA4","RPN2"
"PLEKHA4","RPS7"
"PLEKHA4","SCD"
"PLEKHA4","SDHA"
"PLEKHA4","SEC13"
"MAP2K4","PLEKHA4"
"PLEKHA4","SRSF5"
"PLEKHA4","SKIV2L"
"PLEKHA4","SLC1A5"
"PLEKHA4","SLC19A1"
"PLEKHA4","SMARCA1"
"PLEKHA4","SMARCD2"
"PLEKHA4","SNRPA1"
"PLEKHA4","SNRPD3"
"PLEKHA4","SNX1"
"PLEKHA4","SOD1"
"PLEKHA4","SPG7"
"PLEKHA4","SPTAN1"
"PLEKHA4","SRM"
"PLEKHA4","SRP68"
"PLEKHA4","SRPK1"
"PLEKHA4","SSRP1"
"PLEKHA4","STAT1"
"PLEKHA4","STAT3"
"PLEKHA4","STAU1"
"NEK4","PLEKHA4"
"PLEKHA4","STK3"
"PLEKHA4","STXBP3"
"PLEKHA4","SUPT5H"
"PLEKHA4","SVIL"
"PLEKHA4","TCP1"
"PLEKHA4","TFRC"
"PLEKHA4","TK1"
"PLEKHA4","TLE1"
"PLEKHA4","TLN1"
"PLEKHA4","TRAPPC10"
"PLEKHA4","TMPO"
"PLEKHA4","TOP3A"
"PLEKHA4","TPM2"
"PLEKHA4","TSPYL1"
"PLEKHA4","TTK"
"PLEKHA4","TUBA4A"
"PLEKHA4","TXNRD1"
"PLEKHA4","UBA1"
"PLEKHA4","UBE3A"
"PLEKHA4","UFD1L"
"PLEKHA4","UGP2"
"PLEKHA4","UMPS"
"PLEKHA4","UQCRC1"
"PLEKHA4","UTRN"
"PLEKHA4","VAV2"
"PLEKHA4","VDAC2"
"PLEKHA4","VDAC3"
"PLEKHA4","ZNF148"
"PLEKHA4","RNF113A"
"PLEKHA4","ZMYM2"
"CSDE1","PLEKHA4"
"DAP3","PLEKHA4"
"PLEKHA4","TUBA1A"
"DEK","PLEKHA4"
"NUP214","PLEKHA4"
"COIL","PLEKHA4"
"PLEKHA4","SYMPK"
"CHAF1B","PLEKHA4"
"PLEKHA4","SMC1A"
"PLEKHA4","TRRAP"
"CDC45","PLEKHA4"
"HIST1H2BH","PLEKHA4"
"HIST1H2BO","PLEKHA4"
"DHX16","PLEKHA4"
"CUL3","PLEKHA4"
"OGT","PLEKHA4"
"IKBKAP","PLEKHA4"
"PLEKHA4","YARS"
"KHSRP","PLEKHA4"
"PLEKHA4","SLC25A12"
"PLEKHA4","RUVBL1"
"NUMB","PLEKHA4"
"BECN1","PLEKHA4"
"NAPG","PLEKHA4"
"PLEKHA4","TRIM24"
"GMPS","PLEKHA4"
"BUD31","PLEKHA4"
"PLEKHA4","UBE2M"
"BTAF1","PLEKHA4"
"PLEKHA4","RPL14"
"AIP","PLEKHA4"
"PIAS2","PLEKHA4"
"DNAJA3","PLEKHA4"
"PLEKHA4","USP10"
"ATP6V0D1","PLEKHA4"
"AIFM1","PLEKHA4"
"CTDP1","PLEKHA4"
"DDX21","PLEKHA4"
"PLEKHA4","ZMYM4"
"PLEKHA4","VAPB"
"NOLC1","PLEKHA4"
"PLEKHA4","TBRG4"
"PLEKHA4","RPS6KA5"
"PDLIM7","PLEKHA4"
"PLEKHA4","TRIP13"
"LONP1","PLEKHA4"
"CIAO1","PLEKHA4"
"PLEKHA4","ROCK2"
"KIF23","PLEKHA4"
"PLEKHA4","POLR1C"
"KIF20B","PLEKHA4"
"NUP155","PLEKHA4"
"MTFR1","PLEKHA4"
"NUP93","PLEKHA4"
"BZW1","PLEKHA4"
"ESPL1","PLEKHA4"
"DHX34","PLEKHA4"
"KNTC1","PLEKHA4"
"MLEC","PLEKHA4"
"CKAP5","PLEKHA4"
"PLEKHA4","URB2"
"ARMCX2","PLEKHA4"
"EPM2AIP1","PLEKHA4"
"MED24","PLEKHA4"
"PLEKHA4","SMG7"
"PLEKHA4","UBAP2L"
"PLEKHA4","WDR1"
"MED12","PLEKHA4"
"NUP153","PLEKHA4"
"PLEKHA4","THOC1"
"PLEKHA4","PPP4R1"
"ABI1","PLEKHA4"
"PLEKHA4","RANBP9"
"PLEKHA4","SMC4"
"FARSB","PLEKHA4"
"ABCB6","PLEKHA4"
"ABCF2","PLEKHA4"
"HUWE1","PLEKHA4"
"PLEKHA4","RAD50"
"KIF20A","PLEKHA4"
"ACTR1A","PLEKHA4"
"PLEKHA4","TRIM28"
"AASS","PLEKHA4"
"PLEKHA4","SLC25A13"
"DDX39A","PLEKHA4"
"DCAF7","PLEKHA4"
"PLEKHA4","POP7"
"DENND4A","PLEKHA4"
"AKAP8","PLEKHA4"
"PLEKHA4","SIGMAR1"
"PAK4","PLEKHA4"
"PLEKHA4","TFG"
"NPM3","PLEKHA4"
"PLEKHA4","SCML2"
"NDC80","PLEKHA4"
"NSA2","PLEKHA4"
"PLEKHA4","PRMT5"
"PLEKHA4","RBM14"
"HAX1","PLEKHA4"
"PLEKHA4","TIMM44"
"NXF1","PLEKHA4"
"PLEKHA4","STK25"
"CARM1","PLEKHA4"
"MYBBP1A","PLEKHA4"
"DDX17","PLEKHA4"
"HYOU1","PLEKHA4"
"PLEKHA4","SPTLC1"
"CCT7","PLEKHA4"
"PLEKHA4","SMC2"
"PLEKHA4","USP16"
"PAICS","PLEKHA4"
"PLEKHA4","STAMBP"
"IGF2BP3","PLEKHA4"
"PLEKHA4","YME1L1"
"PLEKHA4","STAG2"
"NUP50","PLEKHA4"
"IQGAP2","PLEKHA4"
"PLEKHA4","SEC24A"
"HSPH1","PLEKHA4"
"PLEKHA4","TUBGCP2"
"PLEKHA4","RUVBL2"
"CPSF4","PLEKHA4"
"PLEKHA4","TCERG1"
"EHD1","PLEKHA4"
"AFG3L2","PLEKHA4"
"CKAP4","PLEKHA4"
"PLEKHA4","YWHAQ"
"GCN1L1","PLEKHA4"
"PLEKHA4","SLC27A4"
"KIF2C","PLEKHA4"
"PLEKHA4","RAB31"
"PLEKHA4","WWP2"
"PLEKHA4","TOPBP1"
"PLEKHA4","STMN2"
"PLEKHA4","WDR5"
"KRR1","PLEKHA4"
"CIT","PLEKHA4"
"PLEKHA4","WDR6"
"PLEKHA4","SEC23IP"
"PLEKHA4","SUPT16H"
"MRPL3","PLEKHA4"
"DDX19B","PLEKHA4"
"PARK7","PLEKHA4"
"GPN1","PLEKHA4"
"ACOT7","PLEKHA4"
"PLEKHA4","U2AF2"
"COG2","PLEKHA4"
"PLEKHA4","PUF60"
"PLEKHA4","PPP6R1"
"PLEKHA4","WDR37"
"PLEKHA4","SACM1L"
