"gene_list","mutation","precog_metaZ","tot_int","mut_int","network_score"
"FAM18A","NONE",-2.909,0,0,0
"TUSC1","NONE",-2.581,3,0,0
"GABRG1","NONE",-3.006,0,0,0
"SLC25A38","NONE",-2.676,0,0,0
"DARC","NONE",-2.796,0,0,0
"P2RY13","NONE",-3.762,0,0,0
"FBXW5",NA,NA,NA,NA,NA
"KIF20A",NA,NA,NA,NA,NA
"UBE3A",NA,NA,NA,NA,NA
"NAA40",NA,NA,NA,NA,NA
"TUBA1B",NA,NA,NA,NA,NA
"YWHAH",NA,NA,NA,NA,NA
"UBE2O",NA,NA,NA,NA,NA
"RACGAP1",NA,NA,NA,NA,NA
"LAMP1",NA,NA,NA,NA,NA
"LRRK2",NA,NA,NA,NA,NA
"RNF43",NA,NA,NA,NA,NA
"HSP90AA1",NA,NA,NA,NA,NA
"IKZF1",NA,NA,NA,NA,NA
"UBC",NA,NA,NA,NA,NA
"MKI67",NA,NA,NA,NA,NA
"SH3KBP1",NA,NA,NA,NA,NA
"PARP1",NA,NA,NA,NA,NA
"NDC80",NA,NA,NA,NA,NA
"OPTN",NA,NA,NA,NA,NA
"EPHA2",NA,NA,NA,NA,NA
"CDC20",NA,NA,NA,NA,NA
"SUZ12",NA,NA,NA,NA,NA
"RIT1",NA,NA,NA,NA,NA
"SRSF10",NA,NA,NA,NA,NA
"RICTOR",NA,NA,NA,NA,NA
"CCT3",NA,NA,NA,NA,NA
"UBB",NA,NA,NA,NA,NA
"PRKDC",NA,NA,NA,NA,NA
"XRCC5",NA,NA,NA,NA,NA
"CHAF1A",NA,NA,NA,NA,NA
"MSH6",NA,NA,NA,NA,NA
"NOP56",NA,NA,NA,NA,NA
"NOP58",NA,NA,NA,NA,NA
"SMARCA4",NA,NA,NA,NA,NA
"FBXO7",NA,NA,NA,NA,NA
"GNL3",NA,NA,NA,NA,NA
"SRSF1",NA,NA,NA,NA,NA
"DYNC1H1",NA,NA,NA,NA,NA
"ZBTB2",NA,NA,NA,NA,NA
"NEDD4",NA,NA,NA,NA,NA
